step,learning_rate,ce_loss,ratio_loss,byte_boundary_loss,total_loss
1,2.1739130434782607e-06,5.581853032112122,0.9943836703896523,0.30115155689418316,5.616798283364624
2,4.347826086956521e-06,5.559113770723343,0.9947241954505444,0.30127290822565556,5.5940719000436365
3,6.521739130434782e-06,5.4884467124938965,0.9976579435169697,0.3007677309215069,5.523438257910311
4,8.695652173913043e-06,5.338479101657867,0.995543647557497,0.30045258812606335,5.3734126040153205
5,1.0869565217391305e-05,5.151437908411026,0.9966029264032841,0.29959866777062416,5.186349900327623
6,1.3043478260869564e-05,4.941358029842377,0.989980548620224,0.2982297372072935,4.976069127675146
7,1.5217391304347825e-05,4.779863566160202,0.98873271048069,0.2971318494528532,4.814494812842458
8,1.7391304347826085e-05,4.655054718255997,0.9857459254562855,0.29570040851831436,4.689554657191039
9,1.956521739130435e-05,4.55919224023819,0.981845311820507,0.29379775933921337,4.593519034441561
10,2.173913043478261e-05,4.460718989372253,0.9774101637303829,0.2915492057800293,4.494844652935862
11,2.391304347826087e-05,4.445021837949753,0.972899541258812,0.28883966617286205,4.4789218120835725
12,2.6086956521739128e-05,4.410847187042236,0.9682495221495628,0.2856023982167244,4.444492297396064
13,2.8260869565217392e-05,4.369476228952408,0.9691489525139332,0.2816193923354149,4.402940177619457
14,3.043478260869565e-05,4.2953513860702515,0.960434902459383,0.2767320480197668,4.328396686520427
15,3.260869565217392e-05,4.232089817523956,0.9531820937991142,0.2715161666274071,4.264729267731309
16,3.478260869565217e-05,4.135386973619461,0.9644805751740932,0.265577832236886,4.167955476734788
17,3.695652173913043e-05,4.094184547662735,0.9708368331193924,0.26065769977867603,4.126634169314056
18,3.91304347826087e-05,4.01536200940609,0.9915266558527946,0.2552146054804325,4.047953272797168
19,4.130434782608695e-05,3.9879784137010574,1.0112794525921345,0.25161466654390097,4.0207847360800955
20,4.347826086956522e-05,3.947615683078766,1.051920048892498,0.2477671541273594,3.981042441762984
21,4.5652173913043474e-05,3.86487640440464,1.1163978204131126,0.24492147751152515,3.8994504346884784
22,4.782608695652174e-05,3.870742082595825,1.155117280781269,0.24406195245683193,3.906047525834292
23,5e-05,3.81046424806118,1.1760385930538177,0.24352938868105412,3.846161489356309
24,5.2173913043478256e-05,3.7080679833889008,1.1862806901335716,0.24463583063334227,3.7440253887232395
25,5.434782608695652e-05,3.6398625522851944,1.1941336542367935,0.24706434272229671,3.6760984425060452
26,5.6521739130434784e-05,3.5741074681282043,1.2001165822148323,0.25046774186193943,3.610633186865598
27,5.8695652173913045e-05,3.515760824084282,1.2021817415952682,0.2558654621243477,3.552597732022405
28,6.08695652173913e-05,3.418367549777031,1.2016941756010056,0.26176632195711136,3.455489749386907
29,6.304347826086956e-05,3.373660072684288,1.2009471207857132,0.2681412063539028,3.4110860754176975
30,6.521739130434783e-05,3.3251146376132965,1.1979526802897453,0.2741585709154606,3.3627816197648643
31,6.73913043478261e-05,3.2914576828479767,1.1953002363443375,0.27774315513670444,3.3292508453316985
32,6.956521739130434e-05,3.2524222135543823,1.1921624392271042,0.2813991717994213,3.2903354209288955
33,7.17391304347826e-05,3.226420283317566,1.1871879547834396,0.2837464027106762,3.2643513625487683
34,7.391304347826086e-05,3.144975945353508,1.0454782620072365,0.2883384916931391,3.1803024351783096
35,7.608695652173914e-05,3.0915459245443344,1.0094480626285076,0.2903202138841152,3.1262508964911104
36,7.82608695652174e-05,3.0466466397047043,0.9944185689091682,0.289799477905035,3.0810249849781393
37,8.043478260869565e-05,3.0512461960315704,0.9899300932884216,0.286223191767931,3.0853559574857354
38,8.26086956521739e-05,2.9756939709186554,0.9907890781760216,0.28296766988933086,3.0096581359766423
39,8.478260869565218e-05,2.9519078731536865,1.1215819716453552,0.2752939984202385,2.9881042125076056
40,8.695652173913044e-05,2.885929763317108,1.1435155048966408,0.2697592433542013,2.922288035582751
41,8.91304347826087e-05,2.8836074471473694,1.1312621533870697,0.265030050650239,2.919484192747623
42,9.130434782608695e-05,2.86096727848053,1.1146923676133156,0.261842954903841,2.896353273577988
43,9.347826086956521e-05,2.836589902639389,1.0967208743095398,0.2571919821202755,2.8713839192315938
44,9.565217391304348e-05,2.740409195423126,1.085176944732666,0.25466956570744514,2.7748462126031517
45,9.782608695652174e-05,2.7407876700162888,1.0663681626319885,0.24884684849530458,2.7745573756936937
46,0.0001,2.6949144452810287,1.0513845533132553,0.24290336482226849,2.7280873045884073
47,0.00010217391304347825,2.668729215860367,1.0318408086895943,0.23704319074749947,2.7012181915715336
48,0.00010434782608695651,2.6592646539211273,1.0190602540969849,0.23181931395083666,2.691236824700609
49,0.00010652173913043477,2.627271741628647,1.0071614310145378,0.22524334024637938,2.6586771372612565
50,0.00010869565217391303,2.6073393523693085,0.9921588487923145,0.218359780497849,2.638100518370047
51,0.00011086956521739131,2.552505284547806,0.9845078438520432,0.21173141803592443,2.5827820123266427
52,0.00011304347826086957,2.5266111940145493,0.9781848751008511,0.2048601796850562,2.556417900500819
53,0.00011521739130434783,2.5165665596723557,0.9731289744377136,0.1976078674197197,2.5459095325320957
54,0.00011739130434782609,2.4881963580846786,1.0130909271538258,0.18928817566484213,2.5179225854109974
55,0.00011956521739130435,2.4633102416992188,1.0584116652607918,0.18164981994777918,2.4935609660018234
56,0.0001217391304347826,2.4448374211788177,1.0750214532017708,0.17696789745241404,2.475186245115474
57,0.00012391304347826086,2.4201141744852066,1.0987721383571625,0.17024635430425406,2.4506019349675627
58,0.00012608695652173912,2.3956602662801743,1.1165101006627083,0.16396570578217506,2.4261887535825375
59,0.00012826086956521738,2.373443141579628,1.1150075644254684,0.15891119930893183,2.403688852833584
60,0.00013043478260869567,2.3694860637187958,1.105682134628296,0.15866615250706673,2.399533014036715
61,0.00013260869565217393,2.351317822933197,1.0939939692616463,0.15430864319205284,2.3809131344780323
62,0.0001347826086956522,2.318045437335968,1.0833730399608612,0.1506521748378873,2.34724550687708
63,0.00013695652173913042,2.3161476403474808,1.0672864206135273,0.14879966713488102,2.3449333521164957
64,0.00013913043478260868,2.293629601597786,1.0332798846065998,0.14381419867277145,2.3214859092235565
65,0.00014130434782608694,2.274718776345253,0.9984524697065353,0.1440717214718461,2.301891411812976
66,0.0001434782608695652,2.23499596118927,0.9869953691959381,0.13805835228413343,2.2616387861873952
67,0.00014565217391304347,2.2462648451328278,0.9911966696381569,0.13565676473081112,2.2728716167621315
68,0.00014782608695652173,2.2276115119457245,0.9925105981528759,0.136812224984169,2.2543023351579907
69,0.00015000000000000001,2.2124113589525223,0.9935749024152756,0.1320609226822853,2.238885903134942
70,0.00015217391304347827,2.1702000945806503,0.9956825859844685,0.12477026507258415,2.1963522595539686
71,0.00015434782608695654,2.1550872027873993,0.9951310381293297,0.1196805452927947,2.1809738508146257
72,0.0001565217391304348,2.1648282259702682,0.9964922927320004,0.11801404412835836,2.190658774031326
73,0.00015869565217391303,2.099211409687996,0.996354628354311,0.11237202072516084,2.12475710329134
74,0.0001608695652173913,2.089683100581169,0.99462004378438,0.10780304903164506,2.114965653908439
75,0.00016304347826086955,2.100777566432953,0.9929306991398335,0.10489192698150873,2.125880776764825
76,0.0001652173913043478,2.083567403256893,0.99193125218153,0.10333226015791297,2.1085726413084194
77,0.00016739130434782607,2.098841041326523,0.9871081300079823,0.09736357256770134,2.1234513825550674
78,0.00016956521739130436,2.0527962371706963,0.9920953996479511,0.09214725717902184,2.077245508022606
79,0.00017173913043478262,2.028414435684681,1.0153920538723469,0.09089702554047108,2.0532671280391517
80,0.00017391304347826088,2.0449216067790985,1.016320250928402,0.09012459870427847,2.0697542417328805
81,0.00017608695652173914,2.0175542309880257,1.0390379093587399,0.08308101119473577,2.042489039734937
82,0.0001782608695652174,1.9941084459424019,1.068708598613739,0.08360927039757371,2.0196630814345555
83,0.00018043478260869564,1.9903248697519302,1.0653088241815567,0.08233356662094593,2.0157477245666087
84,0.0001826086956521739,1.9984788075089455,1.0527926944196224,0.0784826292656362,2.0234587928606196
85,0.00018478260869565216,1.988178163766861,1.030836470425129,0.07819374557584524,2.0127045804541557
86,0.00018695652173913042,1.9847647845745087,1.021816086024046,0.07369855372235179,2.008886033981107
87,0.0001891304347826087,1.949607938528061,1.0184956528246403,0.07283969689160585,1.973619836429134
88,0.00019130434782608697,1.9569921121001244,1.0026043429970741,0.07128237280994654,1.980608317600563
89,0.00019347826086956523,1.9463044926524162,0.9921911023557186,0.06943331612274051,1.9696199805056678
90,0.0001956521739130435,1.9425756260752678,0.9910917095839977,0.06929005915299058,1.9658619632245973
91,0.00019782608695652172,1.9206941798329353,0.9860686026513577,0.069027965888381,1.9438669501803816
92,0.0002,1.913592778146267,0.9917328767478466,0.0680912802927196,1.9368319996958598
93,0.00020217391304347827,1.9044987857341766,0.9956317208707333,0.0665531677659601,1.9277390785398894
94,0.0002043478260869565,1.908901035785675,0.9992998465895653,0.06661149952560663,1.9322176076937467
95,0.0002065217391304348,1.8877798318862915,1.0154696926474571,0.06556627713143826,1.9113675395958125
96,0.00020869565217391303,1.8892769068479538,1.0177737511694431,0.0663714746478945,1.9129509556037374
97,0.0002108695652173913,1.8676197975873947,1.0290790982544422,0.0635266958270222,1.8913777143438346
98,0.00021304347826086955,1.869423158466816,1.0198861844837666,0.06342814047820866,1.8929922891804016
99,0.00021521739130434783,1.856528140604496,1.0189848206937313,0.061523672891780734,1.8799840206629597
100,0.00021739130434782607,1.8477563112974167,1.031367801129818,0.06284175906330347,1.8715257552731783
101,0.00021956521739130436,1.8464457392692566,1.0154267027974129,0.060137339401990175,1.8697611402953045
102,0.00022173913043478262,1.8293114379048347,1.009347453713417,0.05837762798182666,1.8524172683781943
103,0.00022391304347826085,1.8241907358169556,1.0045039132237434,0.057357352459803224,1.8471486817044205
104,0.00022608695652173914,1.8150338977575302,0.9935203455388546,0.056265213526785374,1.8377175653446467
105,0.00022826086956521737,1.8041733279824257,0.9938691034913063,0.052686773939058185,1.8266850487492048
106,0.00023043478260869566,1.8073238879442215,0.9953241385519505,0.05204783449880779,1.8298327624402009
107,0.0002326086956521739,1.7723966166377068,1.0106912851333618,0.05021467641927302,1.7951211761613375
108,0.00023478260869565218,1.7935544401407242,1.0099239014089108,0.049816697370260954,1.8162437530374156
109,0.00023695652173913041,1.7673155143857002,1.0108342245221138,0.045039732940495014,1.7897841855231673
110,0.0002391304347826087,1.7696409150958061,1.0210640542209148,0.04359128698706627,1.7922417605295777
111,0.00024130434782608696,1.759827360510826,1.0204648040235043,0.04290268709883094,1.7823817909462376
112,0.0002434782608695652,1.757880873978138,1.0168639235198498,0.04100137483328581,1.7802682211901992
113,0.0002456521739130435,1.7575092017650604,1.0148506686091423,0.039469622541218996,1.7797796962643042
114,0.0002478260869565217,1.7494619116187096,1.0248301066458225,0.03856307431124151,1.771886667467188
115,0.00025,1.7232020497322083,1.0201757475733757,0.036822575610131025,1.7454466934641821
116,0.00025217391304347824,1.7174012586474419,1.0207659788429737,0.03584696468897164,1.73960892645875
117,0.0002543478260869565,1.724451094865799,0.9961489476263523,0.03512042062357068,1.7461300948495044
118,0.00025652173913043476,1.7156377360224724,0.9937843754887581,0.03498054458759725,1.7372624507616274
119,0.00025869565217391305,1.7263315543532372,1.001001976430416,0.03337457776069641,1.7480203227698803
120,0.00026086956521739134,1.6952745392918587,1.0147240981459618,0.03154499095398933,1.7171462708024774
